Onderwerp,Toelichting,Kenmerk
Vraag over de betekenis van het 'Limiet' veld bij verlofsoorten.,Probleembeschrijving: Wij hebben een vraag over de instelling van een verlofsoort. Wanneer je bij Type Verlof (bijv. Negatief verlof) in de Eigenschappen van de verlofsoort op het tabblad 'Instellingen' kijkt kun je daar een veld 'Limiet' invullen. Nu is ons niet helemaal duidelijk wat er met dit veld wordt bedoeld. Zie bijvoorbeeld een screenshot van het Negatieve verlof zoals dit bij ons is ingesteld. Moet je dit dan zo lezen en een medewerker in deze verlofpot 40 uur in de min mag staan? Geen aanvullende vragen gesteld.,HRM
Aanmaken notitie vanaf contractpagina,,Algemeen
"[Filter autorisatie] Nieuwe medewerker ziet geen projecten in Profit, ondanks gelijke rollen en autorisaties.","Probleembeschrijving: Een nieuwe medewerker heeft alle rollen en authorisaties gelijk aan zijn collega. Echter, in profit ziet geen projecten in Project/project. De lijst blijft leeg onder alle projecten. Aanvullende details: - Kun je bevestigen of de nieuwe medewerker dezelfde filters of instellingen gebruikt als de collega? - ja - Zijn er specifieke rechten of instellingen die mogelijk over het hoofd zijn gezien? - ik denk van niet - Kun je aangeven of de nieuwe medewerker toegang heeft tot andere onderdelen van Profit? - ja",Algemeen
[importdefinitie] Importeren van tellijsten in AFAS: zijn er importmogelijkheden beschikbaar?,"Probleembeschrijving: Importeren van de inventarisatie. Wij willen voortaan onze tellijsten elke maand inlezen in AFAS. We zien hier geen importmogelijkheden voor. Zijn deze er wel? Zo ja, waar. Zo nee kunnen we deze aanmaken? Aanvullende details: - Kun je aangeven welke module of functionaliteit in AFAS je gebruikt voor de inventarisatie? - Ordermanagement - Welke gegevens wil je precies importeren en in welk formaat zijn deze beschikbaar (bijvoorbeeld Excel, CSV)? - Kan beide.. - Heb je al geprobeerd een bestaande importfunctie te gebruiken, zoals via InSite of Profit? Zo ja, wat gebeurde er toen? - niet de juiste import.",ERP
"[autorisatietool | gegevensfilter] Foutmelding bij artikelkeuze in ordermanagement: ""Item (Other revenues) mag niet gekozen worden vanwege filterautorisatie.""","Probleembeschrijving: Ik wil een baliefactuur maken in ordermanagement. Op het moment dat ik een artikel wil kiezen krijg ik de melding ""Item (Other revenues) mag niet gekozen worden vanwege filterautorisatie."" Als ik via Ordermanagement-Item-Artikel de artikelen wil raadplegen, blijft het scherm ook leeg. Dit ondanks het feit dat ik volgens de Autorisatietool alle rechten heb op artikelen Aanvullende details: - Kun je bevestigen of de filterautorisatie-instellingen recent zijn gewijzigd in jullie omgeving? - Nee, geen idee. - Speelt dit probleem ook bij andere gebruikers of alleen voor jouw account? - Ja. - Welke specifieke stappen doorloop je om het artikel te selecteren voordat deze foutmelding verschijnt? - ordermanagement - verkoopproces - Balie-/directfactuur. Daarna de headergegevens ingevuld en de melding komt zodra ik een artikel wil selecteren.",ERP
[Actief] Verwerking van immateriële vaste activa in AFAS en best practices.,"Probleembeschrijving: Goedemiddag, Wij moeten voor het eerst gebruikmaken van immateriele vaste activa. Op de helppagina kan ik hier niet veel informatie over vinden, alleen over materiele vaste activa. Hoe wordt immateriele vaste activa doorgaans verwerkt in AFAS? Kan dit gewoon via de activamodule lopen? Of is hier een andere systematiek voor? Evt. tips en tricks worden zeer gewaardeerd. Met vriendelijke groet, Chiel Doldersum Aanvullende details: - Kun je aangeven welke specifieke informatie of stappen je zoekt over het verwerken van immateriële vaste activa in AFAS? - We zijn benieuwd wat in AFAS de (beste) methode is voor verwerking van immateriele vaste activa. - Heb je al geprobeerd de activamodule te gebruiken voor dit type activa, en zo ja, waar loop je precies tegenaan? - Nee wij moeten dit nog inrichten. Voor we hier mee beginnen zijn we benieuwd wat de beste methode is. Als dit de activamodule is dan zullen we hier mee aan de slag.",ERP
[betaalopdracht verdwenen] Betaalopdracht blijft hangen en verschijnt niet in de wachtrij voor verwerking.,"Probleembeschrijving: Vandaag een betaalopdracht crediteuren gemaakt voor de betalingen via financieel/ crediteur/ betaalopdracht/nieuw vervolgens de crediteuren geselecteerd en akkoord gegeven. De selectie komt niet bij de betaalopdrachten naar voren voor de controle en de verwerking via de wachtrij? Het valt op dat Afas vanmorgen erg traag is met het verwerken van de betaalopdrachten (andere administratie) Betaalopdracht is een uur geleden gemaakt, maar nog steeds geen opdracht. Als ik nu weer een nieuwe opdracht maakt is hij leeg, dus er ""hangt"" ergens een betaalopdracht. Aanvullende details: - Kun je aangeven of je een foutmelding krijgt of dat het proces zonder melding stopt? - nee - Welke stappen doorloop je precies bij het maken van de betaalopdracht? - zie boven - Speelt dit probleem bij meerdere gebruikers of alleen bij jou? - geen idee, alleen ik doe betalingen",ERP
"[Woonplaats | Adres] Postcode bestaat niet volgens AFAS bij projectaanmaak, ondanks correcte invoer.","Probleembeschrijving: We willen een nieuw project aanmaken en daar zegt AFAS dat de postcode niet bestaat terwijl in google maps en gezocht op internet dit wel de postcode is 2914RP valkendaal 68 Nieuwerkerk aan den IJssel. Het adres 2911BS, huisnummer 1 doet het ook niet voor een ander project. Aanvullende details: - Kun je bevestigen of de postcode en woonplaats correct zijn ingevoerd in het systeem? - Ja - Heb je gecontroleerd of deze postcodes en adressen aanwezig zijn in de database van AFAS? - Nee - Is er een specifieke reden waarom je denkt dat dit probleem zich voordoet, zoals recente wijzigingen in de adresgegevens? - Nee, dit is een nieuw adres bij het invoeren van een projectlocatie.",ERP
[e-mailinstellingen facturen | spf record] Facturen naar Magnit Global worden gemarkeerd als verdachte e-mails met links.,"Probleembeschrijving: Hello Team, I received an information from one of our clients - Magnit Global that since last month all invoices that we send them directly from AFAS they receive an information that the email contain suspicious links and cannot be open. That means that all invoices sent to Magnit needs to be sent manually. Can you please have a look what might be the problem and how we can fix that. Example of invoices: V02250299, V02250085, V02250288, V02250290. Aanvullende details: - Kun je aangeven of er recent wijzigingen zijn doorgevoerd in de instellingen voor het verzenden van e-mails vanuit AFAS? - No - Zijn er specifieke foutmeldingen of waarschuwingen zichtbaar bij het verzenden van deze e-mails? - No - Kun je een voorbeeldbestand (zonder gevoelige informatie) delen dat als verdacht wordt gemarkeerd, zodat we dit kunnen analyseren? - In AFAS",ERP
"[Flex] [Items op Plaatsingsversie| loonafspraak actualiseren] Foutmelding bij plaatsing aanmaken: onder minimumuurloon, wijzig het uurloon.","Probleembeschrijving: Ik krijg bij het versturen van een plaatsing vanuit Plan4Flex de volgende foutmelding: kon geen plaatsing aanmaken voor 106213 Samotus, Tomasz Henryk - (PtPlacementContract: Op de begindatum van de plaatsingcontractversie zijn er één of meerdere regels onder het minimumuurloon. Wijzig het uurloon.) Het gaat dus om medewerker 106213, ik heb al contact gehad met Plan4Flex, maar die geven aan dat er bij AGAS iets niet goed staat. Ik heb, om dit te omzeilen, een nieuwe functie aangemaakt met een nieuwe prijsafspraak, ik heb de oude plaatsing (nr 43) beëindigd op de 14e april maar ook deze nieuwe prijsafspraak geeft geen resultaat. In het menu Projecten - Flex - Overzicht - minimumlooncontrole, krijg ik de persoon ook niet te zien dat hij onder het minimumloon valt. Ik heb de itemset nog een keer doorlopen en de prijsafspraak, maar zie niet hoe hij onder het minimum kan vallen. ik loop een beetje vast en weet niet hoe ik dit moet oplossen en zeker omdat het loon van deze persoon op 19,43 staat. Dus ver boven minimum., I Aanvullende details: - Kun je bevestigen of je de begindatum van de nieuwe plaatsing en de bijbehorende prijsafspraak hebt gecontroleerd en of deze overeenkomen? - correct - Kun je aangeven of de prijsafspraak correct is gekoppeld aan de nieuwe plaatsing? - dat zie ik dus niet - Kun je bevestigen of er andere prijsafspraken of regels van toepassing zijn op deze plaatsing die mogelijk conflicteren? - die kan ik niet vinden",Algemeen
Het beginsaldo in het bestand komt niet overeen met het saldo van het dagboek plus het totaal van de niet-verwerkte bankafschriftmutaties van bankafschriften met de status ingelezen of onderhanden,"Probleembeschrijving: Geachte, Al 3 dagen lang krijg ik de melding dat een bankafschrift wordt geblokkeerd omdat het beginsaldo niet zou aansluiten. Dit is echter niet het geval, het bedrag sluit exact aan. Graag wil ik van deze melding af. Ik heb de controles doorlopen maar vandaag heb ik weer dezelfde melding. Aanvullende details: - Kun je bevestigen of de foutmelding consistent optreedt bij hetzelfde bankafschrift of bij meerdere? - zie bijlage - Heb je gecontroleerd of er handmatige boekingen zijn die het beginsaldo beïnvloeden? - ja - Kun je aangeven welke stappen je hebt doorlopen tijdens de controles? - zoals beschreven",ERP
[memoboeking | factuurnummer | grijs] Factuurnummer veld is donkergrijs bij Financieel > Financiële mutaties.,Probleembeschrijving: Het kantoor kan in de financiële mutaties geen factuurnummer invullen omdat dit veld donkergrijs blijft. Hierdoor kan hij niet de benodigde factuur opzoeken Aanvullende details: - Kun je aangeven in welk specifiek scherm of proces je dit probleem tegenkomt? - Het invoeren van boekingen bij Financieel > Financiele mutaties - Sinds wanneer speelt dit probleem? - sinds een paar dagen - Is er recent iets gewijzigd in de instellingen of rechten van de gebruiker? - ERP omzetting,ERP
Bij het aanmaken van een inkooprelatie wordt de bijlage niet opgeslagen in het dossier.,"Probleembeschrijving: Goedemorgen Dennis, Graag plaatsen wij nog 2 puntjes ter bespreking op de agenda:  Bij het aanmaken van een inkooprelatie wordt gevraagd een bijlage toe te voegen, zodat de gegevens gecontroleerd kunnen worden. Deze bijlage wordt niet in profit bij de nieuw aangemaakt relatie in het dossier gevoegd. Hoe kan dit wel geregeld worden?  Bij het aanmaken van een inkooprelatie wordt de melding getoond, indien deze op een al bestaande relatie lijkt, dat deze relatie misschien al bestaat. Indien je (bewust) doorklikt om verder te gaan, en de beoordelaar heeft niet in de gaten dat de relatie al bestaat, wordt in profit een ""dubbele"" crediteur aangemaakt. Graag zouden wij zien dat dit absoluut niet mogelijk is om een dubbele crediteur aan te maken. gr. Ingrid Aanvullende details: - Kun je aangeven in welke omgeving of versie van Profit je dit probleem ervaart? - Kopie en Live - Kun je een voorbeeld of een specifiek scenario beschrijven waarbij de bijlage niet in het dossier wordt opgeslagen? - bij het aanmaken van een inkooprelatie via insite - Kun je aangeven welke stappen je doorloopt bij het aanmaken van de inkooprelatie? - workflow",ERP
"[Lease a bike | fietsplan] Componenten tellen mee voor pensioengrondslag, uitschakelen niet mogelijk.","Probleembeschrijving: Hallo, wij hebben component 1102779/1102495/11022496/1102803/908 aangemaakt ivm het starten met Lease a Bike. Nu tellen deze componenten mee voor de pensioengrondslag en dat moet niet. Nu kunnen wij deze zelf niet uitschakelen, is het mogelijk dat jullie dit uitschakelen? Met vriendelijke groet, Erika de Laak Aanvullende details: - Kun je bevestigen of de genoemde componenten eigen looncomponenten zijn, en zo ja, kun je aangeven waarom deze niet door jullie zelf uit te schakelen zijn? - Alleen de 907 is een eigen component, de andere zijn afas componenten - Heb je geprobeerd om in het tabblad Classificering van elk component de instellingen voor pensioengrondslag aan te passen? Wat gebeurde er toen? - Kan vanuit ons niet aangepast worden - Wil je dat wij alleen advies geven over hoe dit aangepast kan worden, of verwacht je dat we dit direct aanpassen in jullie omgeving? - Als jullie het aan willen passen, dan heel erg graag, dan is namelijk alles geregeld.",HRM
"[Insite Publiceren] InSite is sinds 30 maart 2025 niet vernieuwd, geen wijzigingen doorgevoerd.","Probleembeschrijving: Onze InSite is sinds 30 maart 2025 niet meer vernieuwd. Daardoor worden er geen wijzigingen doorgevoerd op onze InSite omgeving. Aanvullende details: - Kun je aangeven welke specifieke wijzigingen niet worden doorgevoerd? - Nieuwe modules, zoals declaratie module en in en uitdienst meldingen - Zijn er foutmeldingen zichtbaar in de applicatie of logbestanden? - Nee - Is er sinds 30 maart 2025 iets gewijzigd in de configuratie of infrastructuur van jullie omgeving? - Niet dat wij van op de hoogte waren",ERP
[Standaardrooster] Kan je een standaardrooster aanpassen?,"Probleembeschrijving: Wij hebben een standaard rooster ingericht voor de CAO GGI. Nu willen we dit standaard rooster qua tijden aanpassen. Kan dit? Of moet je een nieuw standaard rooster aanmaken en dit opnieuw allemaal bij de medewerkers aanpassen? Ik hoor het graag. Aanvullende details: - Kun je aangeven welke specifieke wijzigingen je wilt doorvoeren in het standaard rooster? - nu staat er van 08.30 tot 17.00 en het moet naar 07.00 tot 15.45 - Zijn er al medewerkers gekoppeld aan dit rooster, en zo ja, hoeveel? - ja, bijna iedereen - Wil je dat de wijzigingen met terugwerkende kracht worden toegepast of alleen voor toekomstige periodes? - Dat maakt niet uit. Het mag met de ingang van dit jaar of vanaf de nieuwe periode.",HRM
"[Ouderverlof] Geen ouderverlof saldo voor kind geboren in 2019, recht op onbetaald saldo?",Probleembeschrijving: een collega heeft een kind van nu 5 jaar. geboren in 2019. waarom genereert het systeem geen ouderverlof saldo voor dit kind? Er is toch nog steeds recht om het onbetaalde saldo op te nemen? Aanvullende details: - Kun je aangeven welke medewerker het betreft? - elvira verschoor - Is er een specifieke foutmelding of afwijking zichtbaar in het systeem? - nee - Kun je bevestigen of de geboortedatum van het kind correct is geregistreerd in de omgeving? - ja,HRM
[Kortingsgroep] Korting van 0 bij toekennen kortingsgroep aan artikel ondanks actieve staffels.,"Probleembeschrijving: Goedendag, Wij willen graag kortingsgroepen gaan gebruiken. We hebben kortingsgroepen aangemaakt in kortingsgroepen inkoop met staffels De kortingsgroepen gekoppeld aan prijsgroepen. Deze willen we vervolgens koppelen aan een artikel maar krijgen ene melding dat dit item een korting heeft van 0 terwijl deze staffels wel zijn ingevuld. Wat zien we over het hoofd. Alvast bedankt. Aanvullende details: - Kun je precies aangeven welke stappen je volgt wanneer je de melding krijgt? - Als we de kortingsgroep willen toekennen aan het artikel - Heb je gecontroleerd of de kortingsgroepen correct zijn ingesteld en gekoppeld aan de juiste prijsgroepen? - Ja, volgens ons zijn deze goed ingesteld - Kun je bevestigen of de staffels in de kortingsgroepen correct zijn ingevuld en actief zijn? - Ja, deze zijn actief",ERP
